post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0024328,2024-11-23,Photo,171828.0,7892.0,326.0,9858.0,925056.0,1131523.0,1769.0,4.0,303.0,Home Feed,16.78,Comedy
IG0008633,2025-11-18,Video,9532.0,8826.0,4267.0,14208.0,1528267.0,1991100.0,733.0,15.0,590.0,Home Feed,1.85,Lifestyle
IG0003325,2025-02-19,Video,46034.0,9570.0,3008.0,13825.0,1185981.0,1548709.0,1494.0,21.0,448.0,Explore,4.68,Comedy
IG0023344,2025-04-15,Reel,55919.0,3444.0,3115.0,11874.0,1653122.0,1721712.0,2097.0,29.0,325.0,Reels Feed,4.32,travel
IG0016974,2025-09-16,Photo,103427.0,5394.0,1336.0,12690.0,1248213.0,1324845.0,785.0,24.0,463.0,Explore,9.27,fitness
IG0003744,2025-07-17,Reel,44654.0,4381.0,1500.0,11553.0,817329.0,1031846.0,628.0,19.0,95.0,Hashtags,6.02,Comedy
IG0007472,2025-09-23,Carousel,140352.0,5879.0,1011.0,11098.0,993721.0,1194350.0,2026.0,6.0,467.0,Explore,13.26,Photography
IG0028475,2025-04-30,Photo,35384.0,9769.0,624.0,10071.0,976198.0,1430351.0,1353.0,18.0,610.0,profile,8.54,fitness
IG0018789,2025-01-14,Video,11678.0,7012.0,4264.0,11608.0,181677.0,468229.0,1100.0,29.0,54.0,profile,7.38,Fashion
IG0024672,2025-06-25,Video,167421.0,6354.0,4929.0,6291.0,317381.0,571858.0,388.0,17.0,777.0,Explore,8.54,Music
IG0007441,2025-04-27,Video,65330.0,5670.0,4598.0,12127.0,927108.0,1119818.0,1853.0,23.0,860.0,Explore,7.83,Photography
IG0011232,2025-05-09,Carousel,171040.0,3786.0,829.0,9903.0,1632889.0,1685252.0,1795.0,21.0,444.0,Hashtags,11.01,fitness
IG0024468,2025-06-11,Reel,42555.0,8501.0,4891.0,11331.0,903836.0,1046278.0,717.0,0.0,352.0,Hashtags,8.54,Photography
IG0004665,2025-04-28,Photo,17913.0,9357.0,4422.0,8051.0,1560718.0,1886727.0,1247.0,25.0,958.0,external,2.11,Food
IG0024268,2025-05-14,Carousel,137765.0,6278.0,902.0,7092.0,993721.0,1153252.0,92.0,3.0,424.0,Reels Feed,13.18,Fashion
IG0021823,2024-12-17,Photo,61834.0,7839.0,542.0,1822.0,1589128.0,1673355.0,1991.0,27.0,382.0,Home Feed,4.3,beauty
IG0012320,2025-05-15,Carousel,99382.0,4719.0,4850.0,233.0,1971777.0,2320274.0,1712.0,7.0,401.0,Reels Feed,8.06,Technology
IG0012410,2025-02-21,Photo,67917.0,7964.0,2614.0,10581.0,336057.0,774145.0,1907.0,28.0,850.0,Hashtags,11.51,Fashion
IG0007177,2025-07-23,Video,184392.0,6377.0,3429.0,7845.0,390477.0,670826.0,793.0,17.0,255.0,Home Feed,30.12,Food
IG0023342,2025-03-11,Video,187375.0,4534.0,1819.0,7696.0,889172.0,1279086.0,2178.0,15.0,262.0,profile,15.75,Fashion
IG0026069,2025-05-04,Video,184825.0,1994.0,2694.0,9016.0,185079.0,187028.0,2019.0,21.0,214.0,Explore,8.54,Lifestyle
IG0002125,2025-08-23,Reel,36009.0,3571.0,3477.0,14918.0,1621447.0,1689062.0,711.0,28.0,273.0,profile,3.43,travel
IG0003977,2025-07-27,Carousel,166171.0,6740.0,2161.0,13567.0,1055858.0,1212187.0,1758.0,5.0,655.0,Reels Feed,15.56,Technology
IG0010170,2025-05-19,Reel,4969.0,6077.0,3251.0,13633.0,1078799.0,1544756.0,853.0,3.0,973.0,Reels Feed,1.81,beauty
IG0003764,2025-01-02,Carousel,44534.0,624.0,1811.0,1620.0,292156.0,676255.0,714.0,27.0,514.0,Reels Feed,7.19,travel
IG0000080,2025-06-02,Carousel,65028.0,8681.0,2275.0,12134.0,1947239.0,2239263.0,1785.0,4.0,550.0,Hashtags,3.94,Comedy
IG0004562,2025-03-27,Photo,91608.0,5291.0,77.0,14122.0,758442.0,1242813.0,1033.0,12.0,306.0,Hashtags,8.94,beauty
IG0011026,2025-09-17,Reel,10202.0,5048.0,3449.0,2522.0,46676.0,174417.0,1121.0,0.0,449.0,Reels Feed,13.68,beauty
IG0012684,2025-01-20,Photo,159927.0,3091.0,1725.0,7563.0,557239.0,1014887.0,1800.0,30.0,112.0,profile,16.98,beauty
IG0020443,2025-03-03,Reel,32955.0,2044.0,1233.0,3347.0,993721.0,2197416.0,185.0,5.0,508.0,Hashtags,1.8,Fashion
IG0020882,2025-01-06,Carousel,2435.0,7639.0,4705.0,452.0,1518802.0,1720649.0,1572.0,29.0,294.0,external,0.89,travel
IG0020185,2025-08-29,Carousel,23508.0,7080.0,3389.0,8996.0,245378.0,639736.0,2053.0,7.0,410.0,Reels Feed,6.72,Food
IG0016168,2025-08-04,Photo,40105.0,9152.0,3490.0,5224.0,1201852.0,1638624.0,413.0,3.0,523.0,Hashtags,3.54,travel
IG0022857,2025-01-05,Video,185858.0,8248.0,2401.0,12431.0,786975.0,934133.0,1113.0,30.0,689.0,Home Feed,22.37,travel
IG0014975,2025-06-27,Reel,162354.0,5203.0,710.0,5310.0,993721.0,1587062.0,1906.0,22.0,836.0,Home Feed,10.94,Fashion
IG0023434,2025-05-09,Carousel,183803.0,1205.0,541.0,6154.0,1626655.0,1926177.0,1351.0,17.0,502.0,external,9.95,Lifestyle
IG0006178,2024-12-24,Carousel,126406.0,1659.0,3319.0,4477.0,767337.0,1239201.0,1185.0,11.0,62.0,Hashtags,10.96,beauty
IG0006248,2025-07-09,Video,73946.0,8924.0,2097.0,12976.0,524183.0,986315.0,1344.0,17.0,166.0,Explore,9.93,Music
IG0026327,2025-06-26,Carousel,62381.0,1042.0,2870.0,518.0,1801846.0,1875484.0,1977.0,24.0,788.0,Reels Feed,3.56,beauty
IG0026665,2025-07-11,Carousel,132490.0,7014.0,2508.5,10944.0,856641.0,1133121.0,2169.0,21.0,338.0,Home Feed,13.33,Music
IG0005401,2025-10-04,Carousel,121937.0,3047.0,124.0,2409.0,1476986.0,1687061.0,995.0,15.0,808.0,profile,7.56,Comedy
IG0023718,2024-12-21,Photo,149137.0,3121.0,1217.0,11952.0,641251.0,980953.0,1626.0,19.0,515.0,Home Feed,16.86,Food
IG0004802,2025-11-06,Photo,106767.0,5048.0,3305.0,5146.0,1842619.0,2284322.0,2.0,23.0,83.0,external,5.44,beauty
IG0012576,2025-01-01,Reel,134485.0,5317.0,1325.0,426.0,993721.0,430617.0,1614.0,11.0,637.0,Reels Feed,8.54,Technology
IG0013242,2025-10-07,Video,101169.0,3517.0,1374.0,7070.0,754359.0,953808.0,15.0,5.0,147.0,Explore,11.86,beauty
IG0026760,2025-05-03,Photo,27244.0,2227.0,3268.0,9402.0,398509.0,691343.0,1572.0,19.0,191.0,Explore,6.1,fitness
IG0000107,2025-06-29,Carousel,56225.0,247.0,3854.0,12530.0,1546578.0,1988473.0,1832.0,24.0,975.0,external,3.66,Food
IG0029921,2025-02-10,Photo,142344.0,5718.0,823.0,3153.0,1531536.0,1591967.0,102.0,21.0,502.0,Home Feed,9.55,beauty
IG0028205,2025-08-09,Photo,189585.0,217.0,4466.0,8712.0,590808.0,845625.0,1458.0,13.0,581.0,external,24.0,fitness
IG0003405,2024-12-11,Photo,7993.0,6179.0,3597.0,2802.0,1461406.0,1546773.0,1647.0,20.0,975.0,profile,1.33,Lifestyle
IG0016103,2025-06-26,Video,190687.0,3874.0,3654.0,11045.0,993721.0,1307516.0,1100.0,6.0,201.0,Home Feed,16.0,travel
IG0007717,2025-05-19,Photo,92854.0,4982.0,2640.0,3079.0,855501.0,1179662.0,1159.0,15.0,847.0,Hashtags,8.78,travel
IG0013349,2025-04-10,Photo,178325.0,1450.0,2013.0,7480.0,6796.0,470806.0,1314.0,25.0,502.0,external,8.54,travel
IG0017470,2025-06-27,Reel,92014.0,6028.0,4366.0,13218.0,79388.0,397691.0,290.0,20.0,993.0,profile,29.07,Technology
IG0006526,2025-01-01,Photo,170427.0,6908.0,977.0,6630.0,1286815.0,1640733.0,273.0,25.0,189.0,external,11.27,Comedy
IG0022605,2025-03-31,Carousel,96448.0,1448.0,389.0,8973.0,369778.0,795221.0,1979.0,1.0,23.0,Explore,13.49,beauty
IG0006388,2025-05-19,Photo,99382.0,9682.0,1739.0,3955.0,929046.0,1154134.0,2070.0,6.0,310.0,Hashtags,17.18,Fashion
IG0021332,2025-09-07,Photo,169584.0,5293.0,3350.0,4448.0,1910491.0,2007582.0,1584.0,6.0,24.0,profile,9.1,fitness
IG0002977,2024-12-13,Photo,78890.0,3518.0,3425.0,12168.0,993721.0,657413.0,1297.0,1.0,556.0,Hashtags,14.91,Lifestyle
IG0001529,2025-01-31,Photo,66750.0,9043.0,195.0,10575.0,1762626.0,2094943.0,670.0,28.0,658.0,external,4.13,travel
IG0009855,2025-10-25,Carousel,176722.0,282.0,1003.0,12547.0,1372831.0,1726915.0,1881.0,5.0,451.0,Explore,11.03,Photography
IG0000456,2025-07-15,Photo,28701.0,5403.0,3599.0,10625.0,993721.0,1351447.0,1840.0,15.0,923.0,external,3.58,Photography
IG0027222,2025-05-13,Carousel,198123.0,9078.0,4174.0,5237.0,676504.0,825904.0,2165.0,4.0,568.0,external,26.23,Fashion
IG0022129,2025-07-28,Reel,36460.0,8568.0,3352.0,3992.0,1780958.0,2226249.0,1230.0,14.0,822.0,Home Feed,2.35,Technology
IG0009287,2025-06-23,Carousel,43699.0,6463.0,3320.0,3908.0,1100515.0,1117220.0,339.0,2.0,325.0,Hashtags,5.14,beauty
IG0018193,2025-02-07,Video,19672.0,2355.0,4011.0,926.0,221812.0,632596.0,1843.0,22.0,364.0,Home Feed,4.26,Fashion
IG0012021,2025-07-18,Carousel,116711.0,1328.0,1150.0,1780.0,1479830.0,1529643.0,121.0,19.0,230.0,external,7.91,Comedy
IG0021930,2025-11-04,Carousel,103134.0,6574.0,3266.0,10348.0,308813.0,651903.0,113.0,16.0,389.0,Home Feed,8.54,travel
IG0015305,2025-03-22,Reel,47335.0,2473.0,1057.0,882.0,1909994.0,2034949.0,1210.0,3.0,236.0,Home Feed,2.54,Photography
IG0026252,2025-03-22,Video,99382.0,120.0,2216.0,6930.0,979675.0,1031568.0,463.0,1.0,222.0,Reels Feed,15.63,Fashion
IG0029905,2025-02-13,Reel,18269.0,5048.0,3738.0,4815.0,1711759.0,1755109.0,396.0,25.0,792.0,Home Feed,1.78,Technology
IG0027865,2025-05-19,Carousel,31740.0,6211.0,4954.0,9418.0,1602131.0,1749084.0,816.0,22.0,701.0,Explore,2.99,Photography
IG0018937,2025-09-08,Reel,134035.0,4439.0,868.0,8071.0,1139415.0,1200342.0,1447.0,18.0,177.0,Reels Feed,12.28,Food
IG0028460,2025-04-13,Video,154439.0,1458.0,3804.0,2786.0,1774481.0,2165625.0,2170.0,28.0,16.0,external,7.5,fitness
IG0023944,2025-10-02,Carousel,4308.0,718.0,4699.0,11623.0,993721.0,1413620.0,1651.0,19.0,429.0,Reels Feed,1.51,beauty
IG0003647,2025-11-01,Reel,30101.0,221.0,2037.0,11085.0,1301630.0,1551847.0,1594.0,7.0,502.0,Hashtags,8.54,fitness
IG0000501,2025-07-04,Photo,188449.0,2654.0,1106.0,6240.0,797097.0,1193165.0,2021.0,11.0,339.0,profile,16.63,Comedy
IG0012212,2025-10-07,Carousel,98851.0,1517.0,2007.0,6103.0,1036192.0,1337186.0,251.0,20.0,108.0,profile,8.11,Technology
IG0021923,2025-08-04,Photo,1435.0,7349.0,4663.0,11986.0,250675.0,470739.0,284.0,4.0,773.0,Hashtags,5.4,Music
IG0020146,2024-12-21,Carousel,99382.0,6299.0,2012.0,12809.0,163671.0,218151.0,1903.0,12.0,274.0,Hashtags,8.54,beauty
IG0002099,2025-09-14,Carousel,60722.0,3679.0,4570.0,1097.0,1407646.0,1673178.0,1386.0,25.0,433.0,Explore,4.19,Technology
IG0013344,2025-04-28,Photo,10604.0,5679.0,3364.0,3332.0,1326925.0,1428576.0,755.0,27.0,921.0,profile,1.61,Photography
IG0020408,2025-09-03,Video,10670.0,3369.0,3001.0,5437.0,487393.0,801457.0,1778.0,8.0,261.0,Reels Feed,2.8,Technology
IG0010217,2025-01-06,Carousel,51066.0,192.0,4139.0,9190.0,1076135.0,1095081.0,1437.0,12.0,893.0,Reels Feed,5.9,Comedy
IG0013581,2025-05-30,Carousel,85626.0,1589.0,4208.0,8217.0,1179512.0,1242210.0,2012.0,28.0,298.0,Reels Feed,8.02,Food
IG0008053,2025-02-02,Carousel,123146.0,4455.0,4021.0,6878.0,1695692.0,1909959.0,901.0,24.0,895.0,Hashtags,7.25,Lifestyle
IG0021077,2025-11-18,Photo,122998.0,2463.0,1285.0,11891.0,1137536.0,1250610.0,470.0,23.0,297.0,profile,11.09,Photography
IG0017625,2025-09-02,Photo,5874.0,6793.0,1121.0,6816.0,774850.0,800083.0,1458.0,4.0,438.0,external,2.58,Technology
IG0018961,2025-03-28,Video,168370.0,3928.0,1799.0,14943.0,282439.0,309542.0,1785.0,7.0,484.0,Home Feed,8.54,Fashion
IG0018790,2025-07-24,Reel,29402.0,9456.0,1236.0,5775.0,913149.0,1276915.0,1113.0,30.0,543.0,Explore,3.59,Music
IG0029211,2025-02-08,Reel,11819.0,6244.0,2661.0,9499.0,1600374.0,2073633.0,1921.0,21.0,345.0,profile,1.46,Lifestyle
IG0023161,2025-02-01,Carousel,47532.0,4315.0,511.0,3889.0,1915366.0,2011381.0,858.0,27.0,88.0,Reels Feed,2.8,Photography
IG0026757,2025-09-03,Reel,175518.0,6984.0,4176.0,7480.0,1719503.0,1781155.0,167.0,17.0,190.0,Hashtags,11.21,Technology
IG0009388,2025-05-08,Reel,59372.0,9271.0,2194.0,4731.0,1868209.0,1949713.0,941.0,2.0,887.0,external,3.88,Fashion
IG0009658,2025-05-17,Reel,30203.0,2375.0,594.0,14987.0,1029388.0,1052910.0,2197.0,22.0,412.0,Home Feed,4.57,beauty
IG0015890,2025-10-17,Video,196600.0,8691.0,3437.0,7179.0,1755306.0,2011708.0,859.0,8.0,226.0,Explore,10.73,Comedy
IG0017582,2025-09-28,Reel,151335.0,1401.0,1981.0,5012.0,225094.0,386759.0,483.0,0.0,181.0,profile,8.54,Photography
IG0019675,2025-01-24,Reel,148308.0,9754.0,3302.0,10589.0,1513965.0,1952125.0,766.0,20.0,572.0,Explore,8.81,Lifestyle
IG0004053,2025-01-04,Photo,170576.0,811.0,260.0,9430.0,766276.0,1134825.0,1873.0,1.0,651.0,Reels Feed,15.96,Photography
IG0009295,2025-03-24,Photo,135700.0,5002.0,2978.0,6094.0,383325.0,807630.0,1094.0,16.0,512.0,profile,18.54,Fashion
IG0024858,2025-06-07,Reel,63979.0,2662.0,359.0,433.0,372145.0,575552.0,1750.0,10.0,885.0,external,11.72,Technology
IG0027732,2024-11-19,Photo,101067.0,8534.0,3009.0,7550.0,1404026.0,1663223.0,896.0,25.0,45.0,profile,7.22,Photography
IG0003737,2025-08-19,Video,55361.0,1042.0,977.0,12358.0,398071.0,1242477.0,1029.0,17.0,838.0,Hashtags,10.28,beauty
IG0016721,2025-01-17,Video,62232.0,9054.0,4274.0,12950.0,573412.0,681267.0,418.0,7.0,275.0,profile,12.99,Lifestyle
IG0025160,2025-08-30,Video,10761.0,5048.0,580.0,12818.0,1113369.0,1242477.0,1100.0,5.0,46.0,profile,2.43,fitness
IG0021612,2025-06-06,Carousel,153674.0,7831.0,1734.0,7237.0,278545.0,636589.0,1007.0,14.0,218.0,Explore,26.78,Technology
IG0014048,2025-11-12,Reel,191806.0,7255.0,4523.0,8362.0,1112830.0,1486638.0,900.0,12.0,149.0,Explore,14.26,Lifestyle
IG0015502,2025-01-26,Carousel,130019.0,3941.0,4410.0,9605.0,852963.0,1327599.0,844.0,8.0,308.0,Hashtags,11.15,Comedy
IG0026933,2025-04-06,Carousel,100089.0,3189.0,720.0,8070.0,1363202.0,1595287.0,537.0,20.0,700.0,Hashtags,7.02,Food
IG0002756,2025-11-13,Video,134788.0,1345.0,4767.0,4194.0,993721.0,2308352.0,125.0,0.0,776.0,profile,6.29,fitness
IG0003213,2025-05-19,Carousel,17601.0,1227.0,2299.0,2202.0,45225.0,477175.0,128.0,29.0,984.0,Explore,4.89,Fashion
IG0029720,2025-03-20,Video,109398.0,4296.0,3156.0,2881.0,409323.0,442965.0,1392.0,7.0,939.0,profile,27.03,Photography
IG0015331,2025-10-14,Video,150618.0,798.0,1595.0,12380.0,86415.0,507206.0,777.0,27.0,291.0,Reels Feed,8.54,fitness
IG0025319,2025-09-03,Video,13203.0,3053.0,3450.0,10852.0,480093.0,956268.0,1968.0,8.0,541.0,external,3.2,Fashion
IG0024938,2025-02-17,Reel,40559.0,25.0,911.0,4405.0,341916.0,623383.0,1871.0,10.0,916.0,Hashtags,7.36,fitness
IG0008409,2025-04-06,Video,188086.0,6553.0,2289.0,13916.0,1678944.0,1885601.0,864.0,18.0,254.0,Reels Feed,11.18,Fashion
IG0004722,2025-01-18,Video,5613.0,8724.0,3658.0,5943.0,1210955.0,1264767.0,1351.0,24.0,43.0,Hashtags,1.89,Comedy
IG0012440,2025-06-07,Carousel,147617.0,451.0,1574.0,6718.0,308745.0,545266.0,990.0,19.0,535.0,profile,28.68,travel
IG0011465,2025-05-12,Reel,46236.0,5614.0,173.0,8228.0,1664943.0,2013550.0,1661.0,25.0,542.0,Hashtags,2.99,beauty
IG0005966,2025-06-30,Carousel,71354.0,9235.0,2999.0,6135.0,1798669.0,2127795.0,583.0,26.0,2.0,Explore,4.22,Lifestyle
IG0011585,2025-05-19,Reel,38229.0,1859.0,4029.0,13495.0,208654.0,1242477.0,1548.0,26.0,975.0,Hashtags,14.51,Food
IG0008255,2025-02-03,Carousel,103241.0,1661.0,1400.0,13719.0,1121832.0,1241172.0,1726.0,18.0,216.0,Explore,9.67,fitness
IG0024455,2025-09-05,Reel,154211.0,8335.0,478.0,13755.0,447883.0,860328.0,490.0,23.0,804.0,Home Feed,20.55,Food
IG0020349,2025-04-13,Photo,43494.0,4495.0,1690.0,6893.0,904558.0,1180212.0,1044.0,0.0,21.0,Reels Feed,4.79,Fashion
IG0004097,2025-10-11,Photo,91780.0,9694.0,1519.0,1079.0,993721.0,746451.0,1300.0,2.0,97.0,Hashtags,13.94,fitness
IG0006460,2025-03-31,Photo,99382.0,7440.0,4875.0,14904.0,1441488.0,1859151.0,1280.0,30.0,922.0,Explore,8.01,beauty
IG0025500,2025-01-13,Photo,14950.0,253.0,784.0,5719.0,1640297.0,2070524.0,962.0,2.0,514.0,Reels Feed,1.05,Photography
IG0001566,2025-08-21,Photo,134327.0,1199.0,1717.0,8094.0,1139549.0,1631867.0,493.0,15.0,270.0,Reels Feed,8.91,fitness
IG0007712,2025-03-21,Reel,3687.0,408.0,2109.0,9052.0,357649.0,802309.0,1378.0,4.0,349.0,Explore,1.9,Food
IG0023672,2025-01-27,Video,36408.0,151.0,814.0,11721.0,746460.0,1118532.0,2092.0,30.0,679.0,Hashtags,4.39,Technology
IG0026364,2024-12-24,Photo,149799.0,2968.0,3346.0,6301.0,1062097.0,1275003.0,1407.0,26.0,254.0,profile,12.74,Lifestyle
IG0028698,2024-12-02,Photo,99382.0,8250.0,4531.0,853.0,1749919.0,1845914.0,505.0,16.0,578.0,Explore,4.75,beauty
IG0007112,2025-04-28,Reel,151500.0,7212.0,1164.0,5938.0,993721.0,164948.0,2076.0,22.0,98.0,Home Feed,8.54,travel
IG0018196,2025-08-28,Photo,63906.0,723.0,2877.0,14042.0,1695089.0,2172373.0,325.0,20.0,181.0,Hashtags,3.75,Lifestyle
IG0015780,2025-10-01,Reel,193754.0,1503.0,3559.0,7739.0,1777192.0,1930714.0,1100.0,22.0,60.0,Home Feed,10.7,travel
IG0025775,2025-02-15,Reel,134468.0,2229.0,3811.0,653.0,609885.0,873291.0,884.0,5.0,678.0,Reels Feed,16.16,Music
IG0023180,2025-11-01,Carousel,99382.0,7400.0,1697.0,13767.0,939848.0,1099339.0,1020.0,30.0,232.0,external,7.59,fitness
IG0011156,2025-08-17,Reel,105600.0,6729.0,729.0,3656.0,1399010.0,1789394.0,2120.0,0.0,886.0,external,6.52,beauty
IG0028304,2025-03-06,Reel,126495.0,4555.0,3257.0,11567.0,1777311.0,2157267.0,1633.0,14.0,335.0,external,6.76,Food
IG0022835,2025-02-21,Photo,131383.0,7674.0,173.0,4028.0,11478.0,87115.0,1480.0,18.0,907.0,Reels Feed,8.54,beauty
IG0023980,2025-09-02,Video,64562.0,2838.0,2508.5,10315.0,993721.0,419703.0,1392.0,8.0,760.0,Reels Feed,18.56,Lifestyle
IG0001781,2025-11-13,Photo,48882.0,1314.0,2185.0,11008.0,1960245.0,2371975.0,2018.0,1.0,606.0,Home Feed,2.67,Technology
IG0009614,2025-02-16,Video,186995.0,6972.0,708.0,2424.0,1566463.0,1861964.0,1520.0,19.0,113.0,external,10.59,Music
IG0007464,2025-02-20,Video,74600.0,4328.0,3862.0,13890.0,1521499.0,1874666.0,1692.0,27.0,453.0,Reels Feed,5.16,Lifestyle
IG0004423,2025-08-28,Photo,37713.0,4817.0,2213.0,9080.0,1114719.0,1349386.0,1447.0,12.0,123.0,Home Feed,3.99,travel
IG0002680,2025-01-27,Carousel,194779.0,2284.0,4565.0,10129.0,805044.0,1164597.0,1006.0,28.0,502.0,profile,18.18,Lifestyle
IG0011371,2025-01-27,Carousel,159535.0,3052.0,1758.0,938.0,1341427.0,1398826.0,1413.0,16.0,353.0,external,11.82,beauty
IG0020514,2024-11-20,Carousel,67539.0,8678.0,4023.0,784.0,679400.0,933803.0,678.0,15.0,319.0,profile,8.68,beauty
IG0003592,2025-11-09,Video,156795.0,8194.0,2302.0,10232.0,1474543.0,1586480.0,1797.0,21.0,477.0,Reels Feed,11.19,Technology
IG0019112,2025-09-24,Carousel,79849.0,6153.0,613.0,5329.0,342741.0,709238.0,348.0,11.0,997.0,Hashtags,12.96,Photography
IG0008585,2025-02-17,Reel,106347.0,4866.0,2508.5,14825.0,240374.0,486495.0,1589.0,6.0,12.0,profile,26.57,Comedy
IG0026525,2025-09-18,Video,157119.0,8187.0,1266.0,13586.0,945637.0,1286072.0,841.0,11.0,374.0,Explore,14.01,Food
IG0026195,2025-06-04,Video,99382.0,591.0,4238.0,7242.0,936513.0,1059846.0,1768.0,8.0,46.0,Hashtags,17.19,Lifestyle
IG0009417,2025-04-30,Carousel,104464.0,6543.0,2999.0,10071.0,1578210.0,1908010.0,1021.0,28.0,879.0,profile,6.5,Lifestyle
IG0002057,2024-11-24,Video,20980.0,6571.0,1827.0,7597.0,274784.0,515228.0,1154.0,23.0,4.0,profile,7.18,Photography
IG0029697,2025-04-11,Carousel,99382.0,836.0,3106.0,4824.0,385674.0,576438.0,432.0,21.0,881.0,Hashtags,6.38,beauty
IG0004554,2024-12-31,Carousel,93859.0,4744.0,2332.0,12822.0,685777.0,922699.0,910.0,8.0,753.0,Hashtags,12.33,Technology
IG0020254,2025-10-16,Video,88014.0,9152.0,4871.0,6981.0,747649.0,1092020.0,208.0,4.0,675.0,Hashtags,9.98,travel
IG0010086,2025-02-06,Carousel,27209.0,9294.0,2393.0,7480.0,1150386.0,1255706.0,1056.0,19.0,901.0,external,3.6,beauty
IG0000642,2025-05-19,Photo,120298.0,3023.0,2508.5,3006.0,1399698.0,1842254.0,933.0,10.0,471.0,Home Feed,6.93,Lifestyle
IG0005362,2024-11-21,Reel,117319.0,8961.0,1555.0,12170.0,1629137.0,2083840.0,788.0,4.0,838.0,Home Feed,6.72,Comedy
IG0017708,2025-01-15,Video,1576.0,7114.0,2288.0,14544.0,347871.0,385240.0,1142.0,13.0,211.0,Reels Feed,6.62,Lifestyle
IG0004428,2025-05-19,Reel,10559.0,642.0,3278.0,1033.0,1510992.0,1939886.0,1102.0,21.0,903.0,Home Feed,0.8,fitness
IG0022446,2025-01-18,Carousel,99382.0,3582.0,1225.0,1846.0,462366.0,678715.0,2102.0,1.0,662.0,Explore,6.72,travel
IG0016077,2024-12-30,Reel,92867.0,2269.0,1772.0,5302.0,813857.0,991447.0,1997.0,28.0,794.0,Explore,10.31,Food
IG0024562,2024-11-29,Reel,965.0,7615.0,3860.0,9748.0,1050327.0,1271199.0,1432.0,24.0,502.0,Explore,1.75,beauty
IG0029062,2025-04-19,Photo,124555.0,7882.0,2219.0,2466.0,1091722.0,1359717.0,2020.0,1.0,37.0,profile,10.08,Music
IG0004430,2025-06-17,Reel,95750.0,3888.0,2849.0,10379.0,1397666.0,1647039.0,1247.0,24.0,178.0,Reels Feed,6.85,Lifestyle
IG0024832,2025-01-20,Carousel,18590.0,2477.0,4015.0,3960.0,1101489.0,1572152.0,1530.0,6.0,112.0,external,1.85,beauty
IG0003775,2025-06-22,Carousel,117322.0,843.0,2157.0,8309.0,1366043.0,1781547.0,1099.0,27.0,615.0,external,7.22,beauty
IG0016601,2025-05-20,Reel,152409.0,5048.0,2273.0,6764.0,709381.0,1200899.0,1833.0,6.0,721.0,profile,13.61,beauty
IG0005855,2025-01-08,Photo,14100.0,7077.0,3831.0,2598.0,925205.0,1095995.0,2008.0,13.0,700.0,profile,2.52,Comedy
IG0022081,2025-06-28,Reel,183833.0,9770.0,4280.0,11621.0,408382.0,486061.0,1140.0,11.0,627.0,Home Feed,8.54,fitness
IG0011588,2025-04-03,Photo,25118.0,8970.0,2747.0,2807.0,1661819.0,1904276.0,195.0,11.0,415.0,Reels Feed,2.08,Photography
IG0025078,2025-03-03,Video,51568.0,8666.0,4516.0,506.0,948466.0,1250870.0,2102.0,15.0,679.0,Hashtags,5.22,Food
IG0013055,2025-11-07,Carousel,159451.0,3189.0,1629.0,14416.0,993721.0,282954.0,168.0,17.0,271.0,external,8.54,fitness
IG0028042,2024-11-26,Video,537.0,8311.0,2375.0,10626.0,891223.0,998065.0,858.0,9.0,807.0,external,2.19,Food
IG0010495,2025-04-16,Photo,63595.0,3992.0,2440.0,12961.0,1258519.0,1389598.0,1857.0,30.0,69.0,Hashtags,5.97,fitness
IG0014551,2025-02-25,Reel,156643.0,4874.0,2670.0,11791.0,427562.0,752063.0,1100.0,16.0,49.0,Explore,23.4,Technology
IG0001616,2025-03-31,Video,116984.0,7581.0,3331.0,7814.0,46795.0,124492.0,1287.0,16.0,274.0,Hashtags,8.54,Fashion
IG0003974,2025-07-19,Carousel,33868.0,777.0,4504.0,6202.0,441057.0,893422.0,253.0,10.0,600.0,external,5.08,Photography
IG0028544,2025-03-15,Photo,118850.0,4391.0,2114.0,7578.0,1378332.0,1804701.0,1201.0,28.0,983.0,profile,7.37,Technology
IG0022980,2025-05-29,Photo,182868.0,779.0,3925.0,12845.0,1616268.0,1949560.0,744.0,15.0,197.0,Home Feed,10.28,fitness
IG0015204,2025-04-28,Reel,27940.0,7220.0,4005.0,10299.0,993721.0,1242477.0,130.0,0.0,150.0,Home Feed,5.64,Fashion
IG0028719,2025-01-10,Reel,88719.0,1905.0,3528.0,1507.0,1207064.0,1613922.0,703.0,27.0,237.0,Explore,5.93,Technology
IG0022219,2025-08-12,Reel,99382.0,9958.0,1212.0,452.0,1183924.0,1278114.0,1741.0,19.0,468.0,Home Feed,14.31,Music
IG0001562,2025-01-05,Video,103093.0,3916.0,781.0,9222.0,1767525.0,1876937.0,1481.0,16.0,588.0,Reels Feed,6.23,Fashion
IG0024200,2025-09-22,Video,133097.0,5098.0,1959.0,2217.0,993721.0,1776322.0,1743.0,1.0,974.0,Hashtags,8.01,Music
IG0009816,2025-10-16,Video,6337.0,3830.0,1358.0,4625.0,1846790.0,1915501.0,2058.0,0.0,621.0,external,0.84,travel
